2021년 3월 28일,별표 5개 만점에 1개를 받았습니다.,s20플러스 사용자입니다. 앱 업데이트 이후 접속이 안돼요. 일시적인 오류가 발생했다는 화면에 오류코드는-0003이라고 나옵니다. 몇 번을 지웠다가 다시 설치를 했는데도 안돼요. 업뎃이후 계속 이용을 못하고 있습니다. 몇 주째 사이렌오더도 못하고 리워드 적립도 못하고 있어요. 저만 이런 문제가 발생한게 아닌것 같은데 대체 왜 이런건가요? 빠른 해결 부탁드립니다.
2023년 2월 10일,별표 5개 만점에 1개를 받았습니다.,사용하려고 앱 열면 업데이트 알림이 떠서 업데이트 눌렀는데 제거/열기 만 나오네요. 앱 사용을 못하고 있어서 어떻게 해야하나 했더니... 앱 열고 알림의 업데이트 누르면 안되고 앱스토어에서 스타벅스 검색해서 나오는 벅 선택하지 말.고. 바로 보이는 업데이트를 눌러야 하네요. 스타벅스 눌러서 나오는 페이지엔 제거와 열기 버튼만 있었어요. 사소한 건데 😒
2021년 3월 21일,별표 5개 만점에 1개를 받았습니다.,"너무 불편해요ㅠ 이렇게 업데이트 해 달라고 누가 그런건가요?ㅜ 예전의 기능은 그대로 두시고 색상같은 것만 화사하게 하셔도 되지 않나요? 쓴 지가 좀 되었는데도 아직도 어디에 뭐가 있는지 숙지가 잘 안 되고, 심지어 잘못 눌러서 주문이 되는 경우도 있었네요; 저만 이런 게 아니고 많은 분들이 불편을 겪고 계십니다. 검색 조금만 해 보셔도 아실 거예요. 제발 예전의 기능이 훨씬 나으니 되돌려 주세요ㅜ 디자인만 바뀌면 업데이트입니까?ㅜㅜ 사용하기 훨씬 불편해서 업그레이드가 아니라 다운그레이드 되었습니다~! 너무 불편해요오~~!!!!!"
2021년 7월 6일,별표 5개 만점에 1개를 받았습니다.,30분 대기해서 순서가 와도 프리퀀시 예약 페이지로 넘어가질 않아 다시 대기하게 만드는 마법의 앱 6시 55분에 접속했는데 최종적으로 7시 55분에 접속 가능했습니다. 프리퀀시 페이지로 넘어가도 스티커가 다 사라져 있어서 예약하기 버튼도 못누릅니다. 진짜 앱 왜 만든건가요? 대기 시간 개 아깝게 만드는 기본도 못하는 앱입니다.
2021년 6월 29일,별표 5개 만점에 1개를 받았습니다.,"앱업데이트 하고 불편한거 다 감수하고 사용했는데 프리퀀시 예약 진행되면서 다신 안쓸것같다고 생각했어요. 사용자 많아서 순차 접속인건 이해하겠는데, 기다려서 접속해도 그대로 흰 화면뜨거나 서비스 이용이 원활하지 않다는 팝업이 뜨면서 프리퀀시 외 업무까지 전부 못쓰게 되네요."
2022년 11월 13일,별표 5개 만점에 1개를 받았습니다.,어플상에서 기프티콘 번호가 잘못되어 수정하려던 중 결제가 넘어가버려서 의도되지않은 결제만 진행되었습니다. 매장 확인 전 취소기능이 있었다면 충분히 취소 가능한 시간이 있었음에도 취소 기능이 없어 주문이 진행되었습니다. 결제 이전에 한번 더 모든 주문내역이 맞고 최종적으로 결제를 진행할 것인지 다시 한번 확인하는 팝업 기능이 있어야 한다고 생각합니다. 그리고 매장에 주문이 잘못 진행된 점에 대해서 고객이 왜 매장에 직접 연결이 되지 않는 건가요? 불필요하게 점원이 고객을 찾거나 다른 일에 차질을 빚는 등 상황 파악을 위해 빠르게 매장에 연결되어야함에도 그렇게 대응이 안되고 잘못 주문된 건에 대해서 무조건 찾아가라고 하는 대응이 정말 잘못 되었다고 생각합니다. 아래를 보니 저와 같은 케이스의 리뷰가 보이는 것 같은데 서비스 면에 대해서 개선을 진지하게 생각해주어야 할 것 같습니다. 해당 브랜드에 대한 감정이 매우 안 좋아졌어요.
2021년 3월 12일,별표 5개 만점에 1개를 받았습니다.,너무 불편해요....이전 버전에 익숙해져서가 아니라 가독성도 떨어지고..메뉴도 당최 찾기가 어려워요. 그리고 다른 분들 말 처럼 로고 색도 색이거니와 안드로이드 앱 아이콘 왜 그렇게 하셨나요. 눈에 잘 안들어와요ㅠㅠ보통은 리뉴얼 하면 더 편해지던데 스벅은 아니네요.
2021년 4월 2일,별표 5개 만점에 1개를 받았습니다.,UI 가 더 후퇴한 느낌 기존 버전에 익숙해서 반감이 드는게 아니라 주문 과정포함 비효율적으로 바뀌었음 결제 단계에서 추가할 수 있던 쿠폰(모바일 기프티콘) 없앤거 최악임.. 스벅 기프티콘 선물이 얼마나 많은데...... 디자인도 별로고 기능도 별로입니다. 제발제발 다시 업뎃 바랍니다.....
2021년 7월 10일,별표 5개 만점에 1개를 받았습니다.,스타벅스앱은 동시로그인 됩니다 그말은 다른폰에도 동일한 아이디로 접속된다는거죠 폰2~3대로 접속해놓고 7시 10분전에 예약하기 눌러보고 3만명대기면 대략10분정도 걸립니다 시간차를 두고 7시를 1~3분정도 넘기게 맞추시면 한대는 에러생겨도 어지간하면 다른폰은 됩니다 중요한건 폰마다 1~2분정도의 시간차를 두고 대기하는거죠 아 그리고 랜턴 스피커 소리는 썩었어요 저가폰 소리보다 더 못합니다
2021년 1월 18일,별표 5개 만점에 2개를 받았습니다.,로그인도 e카드 등록도 안 됩니다. 자판 키패드가 열리지 않고 이용약관 체크도 되지 않아요. 로그아웃 후 앱을 재설치 했는데 이젠 로그인도 못하고 있네요; +아래 리뷰에 블루라이트 차단 앱이랑 충돌한다는 얘기 듣고 저도 블루라이트 차단 해지한 다음 다시 시도해보니까 되네요;; 리뷰 남겨주신 분 감사합니다. 당황스럽네요 진짜...
2021년 3월 15일,별표 5개 만점에 1개를 받았습니다.,업데이트 하라고 해서 했는데 도대체 왜 실행이 되지 않나요 짜쯩짜쯩 몇번째 제거하다 깔고를 반복해도 안됩니다. 어디로 연락을 취해야 해결되나요? ~~~추가~~~ 별짓을 하다가 해결했습니다. 데이터 꺼다 다시 켬 ✈비행기모드 실행 하다가 다시 끔 그리고 나서 다시 시도하니 되네요
2021년 7월 14일,별표 5개 만점에 1개를 받았습니다.,버그있습니다. 순번 기다린 후 예약하려고 하면 프리퀀시보유량이 0개고예약하기 버튼도 활성이안됩니다. 이미지만 로딩된것처럼요. 초기엔 예약되더니 최근 4일째 같은현상입니다. 저도 개발자출신인데 이런 버그앱 운영해서 전국적으로 피해주실거면 그냥 기존대로 하시는것이 좋다고봅니다.
2021년 5월 29일,별표 5개 만점에 1개를 받았습니다.,카카오톡 기프티콘 사용여부를 확인하려고 주문 테스트를 하고있는데 결제하기 버튼 누르지도 않았는데 등록되어있는 e-카드로 자동결제되어 주문이 들어가버렸네요. 매장에도 누를 끼칠까 싶어 매장에서 주문승인되기 전에 얼른 취소하려고 고객센터에도 전화하고 지점에도 직접 전화를 하는데 고객센터에서는 30분뒤에서나 전화를 받으시고 매장에서도 의도적으로 전화를 계속끊으시더니 40분이 지난후 에나 전화를 받으셨습니다. 고객센터에서는 앱에 오류가 있는지 이틀후인 '평일'이 되서야 확인 가능하고 다시 연락드린다는 말만 반복하셨습니다. 매장에서 주문 승인이 되기 전까진 주문 취소가 가능하도록 시스템을 바꾸셔야 될거같습니다. 매장에서 주문이 승인 되었다면 주문 취소 안되는거 이해합니다. 매장에서 승인이 안되었는데도 왜 주문 취소가 안될까요. 대체 왜.. 고객센터에서는 상품을 빠르게 준비해드리기 위해서 주문취소가 안된다고 하시는데 그건 매장에서 주문을 승인 한 뒤의 문제이지 않나요?
2021년 4월 3일,별표 5개 만점에 1개를 받았습니다.,"업뎃후 진짜 문제는 사용 편의성 문제가 아닝. 갑자기 폰 배터리 닳는 속도가 빨라진거 같아서 며칠간 쭉 체크해보니 범인이 스벅이었음. 아주 무지막지하게 리소스 계속 잡아먹고 백그라운드에서 데이터 계속 쓰시고.. 뭘 그리 계속 혼자 일하고 있는지, 심지어 타 어플과 충돌하면서 하루에 수십번씩 오류 기록이 남네요. 배터리 잡아먹는건 애들 장난 수준이었어요. 업뎃 이후 거의 무슨 바이러스 먹은 듯한 수준으로 폰을 혹사시키는 어플이 됨. 아무리 빅데이터가 중요해도 그렇지 대체 무슨 정보를 그리 많이 수집하길래, 어플이 24시간 백그라운드에서 쉬지않고 돌아가나요? UI 바뀐거 너무 불편하고, 주문할때 시간 너무많이 잡아먹어서 짜증난다고 생각했는데, 지금 이게 문제가 아니었다는..."
2020년 12월 1일,별표 5개 만점에 2개를 받았습니다.,특정 탭이 안 눌러진다. 선물 받은 쿠폰 등록하려는데 어플이 먹통이다. 문자에 바코드로 써야 하나.. 가오가 확 죽는다 . 스벅 메뉴 서비스 자체가 복잡다양한 거 같다. 그래서 어플을 써도 사용경험이 간단명료하지는 않음. 그러나 스벅 이용 방법을 충실히 뒷받침하고 있다고 생각하므로 별 4개 줌.
2021년 1월 8일,별표 5개 만점에 1개를 받았습니다.,"노트 20으로 단말기 교체 후 로그인 화면이 먹통입니다. 충전해놓은 카드도 있는데 몇 달 째 못 쓰고 있어요. 블루라이트 앱 따로 설치한 건 없고 디스플레이 설정에서 블루라이트, 엣지 라이팅, S펜 에어액션 등 모바일 데이터 연결만 빼고 다 껐는데도 안 돼요ㅠㅜ 혹시 노트 20쓰시면서 로그인 문제 해결된 분 계시면 도와주세요ㅜㅜㅜㅜㅠ 개발자는 빨리 문제 해결하기 바랍니다!!!!!!!"
2021년 3월 27일,별표 5개 만점에 1개를 받았습니다.,업데이트 다운로드가 안되요. 사이렌오더 일주일째 못쓰고있네요... 앱을 개발하려면 제대로 해야지..이렇게 불편을 초래하면 어떡합니까?? 일주일동안 10번넘게 업데이트 다운로드 트라이하다가 지치네요..별 한개도 아깝네!!! 겨우 이제 다운로드 됐는데 설치는 왜이리 또 오래걸리는지...ㅠㅠ 5분째 설치하고 있어요 답답하네 정말...머지? 다시 업데이트 버튼이 나와버리는건!!
2021년 3월 30일,별표 5개 만점에 1개를 받았습니다.,"바뀐 UI 가 사용자중심이 아니라 윗사람 보여주기식. 같은 기능을 이전 앱에 비해 몇번을 찾아 해애이게 만든 것인지, 시간이 생명인 출톼근 사간 사이랜오더에서 이렇개 번잡하게 만들어버리면, 어쩌라는 건지, 백화점식 헤메이게 만드는 디자인을 하고 싶었던건가. UI 실패를 인정하셔야 할 듯."
2021년 3월 16일,별표 5개 만점에 1개를 받았습니다.,★예전으로돌려주세요!! 완전별로네요ㅜ 가독성 떨어지고 불편해요. 예전이 익숙해서 그런건 있겠지만..사이렌오더 주문할때 쿠폰쓰는방법도 불편하고 메뉴같은것도 보기에도 눈에 안들어와요ㅠ 그리고 이번 스벅 어플은 아이콘부터가 이상해요..제발 예전으로 다운그레이드 부탁드려요!!★
2021년 1월 5일,별표 5개 만점에 1개를 받았습니다.,사이렌오더 진짜 별로네요ㅠ 위치가 반경 2km 안에 못들어가있으면 주문접수도 받지를 말아야지 주문은 주문대로받고 반경때문에 매장오더도 바로 못넣고 취소도 안되고 하다못해 메뉴 변경이라도 하게해주던가 주문해놓은 제품은 재고 다 떨어져서 결국 2시간이상 기다려서 자동 취소될때까지 기다렸네요.. 첨 써봤는데 너무 불편하게 만들었어요
2021년 4월 18일,별표 5개 만점에 1개를 받았습니다.,업데이트 최악이네요. 사이렌오더는 예전이 훨 나은듯요. 뭐 이건 무조건 스타벅스 카드 전체 결제로 원터치 자동 주문되버려서 황당... 결제과정 선택도 없고 황당하고 당황스럽고...설정 좀 바꾸려고 했는데 바꾸는 설정메뉴도 없고 엉망이네요. 왜 이딴식으로 바꾼건지.
2021년 7월 10일,별표 5개 만점에 1개를 받았습니다.,매장 수령할 거 실수로 차량으로 픽업 결제될 뻔 했던거 뒤로 가기 후 재결제 누르니까 이젠 옵션 물어보지도 않고 바로 dt로 박아버리네요. 왜 이 따위로 세션 저장해놓습니까? 주문 들어가고 나서부터는 취소 안 되는것까진 그렇다치는데 대체 왜 차량 - 매장 전환까지 안 됩니까? 여기 기획이랑 앱 개발 고딩이 해요? 덕분에 한번에 바로 테이크아웃할 거 줄 서서 받아갔습니다. 번창하세요
2021년 3월 16일,별표 5개 만점에 1개를 받았습니다.,"기존 앱 대비 불편한 점이 많습니다. 초기메뉴에 불필요한 이벤트 배너가 많아서 실제로 사용하는 기능에 대한 가독성이 떨어집니다. 디자인을 스타벅스일본 앱과 비슷하게 꾸민것 같은데 카드 잔액 이전기능은 아직 적용이 안되어있고, 기존앱에 있던 등록된 카드수량이 표기되지않아 파악이 안됩니다."
2021년 3월 15일,별표 5개 만점에 1개를 받았습니다.,앱 업데이트하고 나서 접속이 잘 안돼요 와이파이 아니면 아예 접속이 안되네요 그래서 스벅에서 음료사고 결제할때 이 앱땜에 진짜 미치겠어요 몇번을 껐다 켜야 어플실행이 되는지 ㅡㅡ 업데이트는 편리성을 높이려 하는거 아닌가요? 오히려 이전버전보가 훨씬 불편해요 스벅 앱으로 결제할때 불편함 생각하면 방문 꺼려져요
2023년 3월 15일,별표 5개 만점에 1개를 받았습니다.,[1] 홈페이지는 물론 이 앱에도 로그인알림 기능이 없습니다. 타인이 해킹해도 모를 것 같아요. [2] 자동로그인 기능이 없어졌어요. 오랜만에 스벅갈까하고 키면 로그아웃되어있습니다. 굳이굳이 아이디/비번 찾아서 쳐야되는데.. 너무 번거롭네요. 편하자고 다운받아 쓰는 앱인데요ㅠ
2021년 3월 20일,별표 5개 만점에 1개를 받았습니다.,여태껏 계속 사용해왔는데 업뎃 후 위치 파악이 잘 안 되네요. 자주가는 매장으로 선택해서 주문할래도 주문 직전엔 위치가 안 뜬다며 주문이 안 돼요. 매장 바로 앞까지 가야 되는데 이거 저만 그런 건가요... 앱을 지웠다 깔아도 안 되는데. 다른 어플들은 위치 잘 뜨거든요ㅠㅠ.. 업뎃 전까진 잘 써왔고..
2021년 7월 16일,별표 5개 만점에 1개를 받았습니다.,제발 예전 어플로 돌아오세요 매장까지 가기 싫어져요. 업뎃 절대안하고싶었는데 자동업뎃됐네요 가독성부터 디자인까지 진짜 지우고싶어요 전에는 기능도 좋지만 디자인이 스타벅스 다워서 접속만으로 즐거움이 있어서 히스토리도 들어가서 보고 새소식도 제 손으로 보고 일부러 사용하는 재미가 있었는데 진짜 못생겨짐.. 제발 돌려놓아주면 좋겠습니다 이번 업뎃전까지 식음료는물론 마케팅계열에서 탑이었는데 추접스럽고 불편해졌어요 MD가 점점 팬시점 같아지는건 선택안할수있지만 이건 사이렌오더 하기싫게 만드네요
2021년 3월 10일,별표 5개 만점에 1개를 받았습니다.,화이트가 어색하네요. 예전앱이 스벅에 맞게 초록초록 고급지네요..화이트 촌스럽습니다. 또한 메뉴선택시 일일이 나가서 다시 들어가야하는 세로라인이 맘에 안듭니다.. 특히 사이렌오더가 매장오픈전이라도 장바구니에 미리 담아 놓을 수 있어서 출근전에 미리 제품 장바구니에 넣어두고 출근하는길에 결재만 해서 찾고 했는데 지금은 매장 오픈시간에 맞춰 열리니 운전중에 주문할수도 없고 스벅 이용하지 말라는거죠~~
2020년 3월 6일,별표 5개 만점에 4개를 받았습니다.,"다 편하고 좋은데 사이렌오더 결제 방법을 더 다양화할 필요가 있어요. 예를들어 4000원의 금액이 나오면 제휴사쿠폰1000원, 신용카드2000원, 스타벅스카드1000원 이런 식으로 금액 분할 결제를 할 수 있게 해주셔야 돼요. 실제 이런 부분이 불가능해서 결국은 대기해서 대면 결제하게 되는 경우가 많아요. 속히 도입해 주셨으면 합니다."
2020년 12월 24일,별표 5개 만점에 2개를 받았습니다.,"왜 버튼이 활성화 되지 않는거죠?ㅜㅜ 앱 지웠다 깔았더니 이젠 아예 로그인도 안떠요... 블루라이트도 끄고 하는데도 안돼요...핸드폰 재시작만 몇번째인지...충전해둔것도 있고 선물받은것도 있어서 써야하는데 인터넷으로 들어가서만 써야하는 건가요? 그리고 왜 대체 개발자는 해결을 위한 방법이나 대책을 위한 답글이나 글을 게시하지 않는거죠? 참...그래도 가까이, 편하게 이용해온 스타벅스에게 정을 많이 줬는데 이상황이 안타깝고 더욱이 속상하고 그러네요..."
